fund_code,name,std_price,set_date,type,type_detail,set_amount,risk_grade,risk_grade_txt,company_name
K55207BO0135,교보악사파워브릭스증권자투자신탁 5(주식)(운용),1175.19,20170510,신흥국주식,해외주식형,3,2,높은 위험,교보악사자산운용
KR5216AL4629,DB차이나본토증권자투자신탁(H)[주식]ClassA-E,1078.15,20131111,중국주식,해외주식형,9,2,높은 위험,디비자산운용
KR5235AF3881,피델리티글로벌배당인컴증권자투자신탁(주식-재간접형)종류C4,1670.82,20130220,글로벌주식,해외주식형,324,2,높은 위험,피델리티자산운용
K55302BP4601,베어링독일증권자투자신탁[H](주식-재간접형)ClassC-G,1306.58,20170608,기타국가주식,해외주식형,0,2,높은 위험,베어링자산운용
K55210B19846,신한해피라이프연금중국본토중소형주증권자투자신탁 1(H)[주식](종류S-P),1058.12,20150506,중국주식,해외주식형,1,2,높은 위험,신한자산운용
K55101C51426,한국투자중국4차산업탄소제로증권투자신탁(주식)(A-e),758.41,20180424,중국주식,해외주식형,7,2,높은 위험,한국투자신탁운용
KR5229993401,이스트스프링글로벌이머징증권자투자신탁 1[주식-재간접형]클래스C-E,1071.08,20171213,신흥국주식,해외주식형,1,3,다소 높은 위험,이스트스프링자산운용
KR5235AB7472,피델리티유럽증권자투자신탁(주식-재간접형)C-w,1874.42,20150423,유럽주식,해외주식형,0,2,높은 위험,피델리티자산운용
KR5232766885,NH-Amundi러-브증권자투자신탁 2[주식],1489.51,20071130,신흥국주식,해외주식형,6,1,매우 높은 위험,엔에이치아문디자산운용
KR5104AW2518,브이아이천하제일중국본토증권자투자신탁H[주식]S,967.59,20141204,중국주식,해외주식형,1,2,높은 위험,브이아이자산운용
K55301DT3764,미래에셋글로벌펀드셀렉션증권모투자신탁(주식-재간접형),1277.47,20220608,글로벌주식,해외주식형,"3,962",2,높은 위험,미래에셋자산운용
K55105BA7261,삼성미국S&P500인덱스증권자투자신탁UH[주식]_Ae,2675.52,20170414,북미주식,해외주식형,37,2,높은 위험,삼성자산운용
K55213DQ0364,한화ARIRANG글로벌수소&차세대연료전지MV증권상장지수투자신탁(주식),4545.38,20220211,글로벌주식,해외주식형,240,2,높은 위험,한화자산운용
K55101BD5134,한국투자웰링턴글로벌퀄리티증권자투자신탁H(주식)(C-e),2207.70,20160520,글로벌주식,해외주식형,151,3,다소 높은 위험,한국투자신탁운용
KR5101AT3514,한국투자골드플랜글로벌이머징연금증권전환형자투자신탁 1(주식)(C-e),907.92,20170908,신흥국주식,해외주식형,0,3,다소 높은 위험,한국투자신탁운용
KR5364848337,에셋플러스글로벌리치투게더증권자투자신탁 1(주식),3555.00,20080707,글로벌주식,해외주식형,"2,710",2,높은 위험,에셋플러스자산운용
K55232E66753,NH-AmundiHANARO미국애그테크증권상장지수투자신탁(주식),10487.29,20231124,북미주식,해외주식형,30,2,높은 위험,엔에이치아문디자산운용
K55105BU1104,삼성미국S&P500인덱스증권자투자신탁H[주식]_S-P,1888.61,20170823,북미주식,해외주식형,14,2,높은 위험,삼성자산운용
K55223E05289,KBKBSTAR미국S&P500증권상장지수투자신탁(주식)(H),13442.21,20230317,북미주식,해외주식형,260,2,높은 위험,케이비자산운용
KR5235924051,피델리티인디아증권자투자신탁(주식)CP,2387.09,20170512,인도주식,해외주식형,13,2,높은 위험,피델리티자산운용
K55303DN1796,마이다스글로벌리더스성장주증권자투자신탁(UH)Ae,1288.98,20210927,글로벌주식,해외주식형,8,2,높은 위험,마이다스에셋자산운용
K55234B51740,IBK포춘중국고배당증권자투자신탁[주식]S-P,1031.26,20150714,중국주식,해외주식형,1,2,높은 위험,아이비케이자산운용
K55210BB1067,신한중국본토증권자투자신탁(UH)[주식](종류C-e),1127.59,20160517,중국주식,해외주식형,0,2,높은 위험,신한자산운용
K55307DH1501,유리글로벌Top10플러스증권모투자신탁[주식],1467.86,20210802,글로벌주식,해외주식형,112,2,높은 위험,유리자산운용
K55107DD5466,우리과창판50바스켓증권자투자신탁H(주식)ClassS-P,509.59,20210115,중국주식,해외주식형,1,2,높은 위험,우리자산운용
KR5105849743,삼성차이나증권자투자신탁 1[주식](A),928.33,20080623,중국주식,해외주식형,5,2,높은 위험,삼성자산운용
KR5104736115,브이아이차이나인프라-컨슈머증권자투자신탁1[주식]C1,458.31,20070912,중국주식,해외주식형,23,1,매우 높은 위험,브이아이자산운용
K55234C19125,IBK켄쇼4.0레볼루션증권자투자신탁(UH)[주식],1680.12,20180125,정보기술섹터,해외주식형,8,2,높은 위험,아이비케이자산운용
K55302B62601,베어링독일증권자투자신탁[H](주식-재간접형)ClassC4,1310.33,20150925,기타국가주식,해외주식형,2,2,높은 위험,베어링자산운용
K55102C00199,하나글로벌4차산업1등주플러스증권자투자신탁[주식],2617.70,20171204,멀티&#47;기타섹터,해외주식형,411,2,높은 위험,하나자산운용
KR5235A99603,피델리티차이나증권자투자신탁(주식)A-e,1078.08,20140522,중국주식,해외주식형,12,2,높은 위험,피델리티자산운용
KR5237295310,한화차이나증권자투자신탁(주식-재간접형)종류C5,1003.88,20080212,중국주식,해외주식형,1,2,높은 위험,한화자산운용
KR5234761116,IBK베트남플러스아시아증권투자신탁[주식],2391.36,20071115,베트남주식,해외주식형,193,1,매우 높은 위험,아이비케이자산운용
KR5223AW1722,KB유럽지속가능배당인컴증권모투자신탁(주식-재간접형),1653.02,20141013,유럽주식,해외주식형,7,3,다소 높은 위험,케이비자산운용
K55306DL9293,다올글로벌메타버스&우주산업1등주증권자투자신탁(H)[주식](운),1058.20,20210806,글로벌주식,해외주식형,121,2,높은 위험,다올자산운용
KR5104AB7660,브이아이천하제일중국본토증권자투자신탁H[주식]C-F,908.78,20130411,중국주식,해외주식형,3,2,높은 위험,브이아이자산운용
K55213E26393,한화헤라클레스선진국액티브증권자투자신탁(UH)(주식)A,1417.56,20230517,글로벌주식,해외주식형,2,2,높은 위험,한화자산운용
KR5212983278,파인만차이나Bull1.5배증권자투자신탁(주식-파생형)종류C2,302.08,20110120,중국주식,해외주식형,1,1,매우 높은 위험,파인만자산운용
KR5235997545,피델리티미국증권자투자신탁(주식-재간접형)C5,1892.63,20070517,북미주식,해외주식형,12,2,높은 위험,피델리티자산운용
K55364C93745,에셋플러스글로벌리치투게더증권자투자신탁 1(주식)종류C-P2e,1977.33,20180709,글로벌주식,해외주식형,159,2,높은 위험,에셋플러스자산운용
KR5223995949,KB통중국그로스증권자투자신탁(주식)C4,613.84,20070614,중국주식,해외주식형,2,2,높은 위험,케이비자산운용
K55213D57713,한화글로벌테크히어로증권자투자신탁(UH)(주식)A-e,1835.79,20200601,글로벌주식,해외주식형,1,2,높은 위험,한화자산운용
KR5217AH8153,우리프랭클린미국바이오헬스케어증권모투자신탁(주식-재간접형),1011.23,20130531,북미주식,해외주식형,210,2,높은 위험,우리자산운용
K55232BA3217,NH-Amundi글로벌웰스&헬스증권자투자신탁(H)[주식]ClassAe,1362.40,20160315,글로벌주식,해외주식형,3,3,다소 높은 위험,엔에이치아문디자산운용
K55232C70460,NH-Amundi글로벌혁신기업증권자투자신탁(UH)[주식]ClassC-P1e(연금저축),1467.40,20190905,글로벌주식,해외주식형,10,2,높은 위험,엔에이치아문디자산운용
K55364C93737,에셋플러스글로벌리치투게더증권자투자신탁 1(주식)종류C-Pe,1910.47,20180621,글로벌주식,해외주식형,58,2,높은 위험,에셋플러스자산운용
K55105CG9971,삼성KODEX 미국빅테크10증권상장지수투자신탁[주식-파생형](H),39495.14,20190108,멀티&#47;기타섹터,해외주식형,"1,418",1,매우 높은 위험,삼성자산운용
K55216BW0936,DB글로벌핀테크증권자투자신탁(H)[주식]C&#47;C-PE,1242.79,20190423,정보기술섹터,해외주식형,1,2,높은 위험,디비자산운용
K55213BN6671,한화베트남레전드증권모투자신탁(주식),1988.65,20170607,신흥아시아주식,해외주식형,53,2,높은 위험,한화자산운용
KR5210766790,신한친디한증권자투자신탁(H)[주식](종류A 1),1157.03,20071130,국내외주식,해외주식형,10,3,다소 높은 위험,신한자산운용
K55223CO5604,KB글로벌ESG성장리더스증권자투자신탁(주식)(H)C-Pe,1439.33,20190717,글로벌주식,해외주식형,3,2,높은 위험,케이비자산운용
KR5366876898,하이월드에너지증권자투자신탁(주식-재간접형)(H),1046.68,20080918,에너지섹터,해외주식형,611,1,매우 높은 위험,하이자산운용
K55301BV2848,미래에셋차이나업종대표연금증권전환형자투자신탁 1(주식)종류C,509.89,20100726,중국주식,해외주식형,382,2,높은 위험,미래에셋자산운용
KR5301737064,미래에셋차이나업종대표증권자투자신탁 1(주식),1057.75,20070914,중국주식,해외주식형,180,2,높은 위험,미래에셋자산운용
K55105B67011,삼성클래식일본중소형FOCUS연금증권자투자신탁H[주식]_S-P,2155.12,20150915,일본주식,해외주식형,0,3,다소 높은 위험,삼성자산운용
KR5103696302,한화동유럽증권자투자신탁 H[주식],1196.50,20070530,신흥유럽주식,해외주식형,28,1,매우 높은 위험,한화자산운용
KR5232AY9342,NH-Amundi인도대형주포커스증권투자신탁[주식-재간접형]ClassS,1946.97,20170321,인도주식,해외주식형,2,3,다소 높은 위험,엔에이치아문디자산운용
K55104CJ9912,브이아이오리진글로벌이머징마켓증권자투자신탁H[주식-재간접형]C,1025.55,20190211,신흥국주식,해외주식형,0,2,높은 위험,브이아이자산운용
K55223DM9599,KB글로벌메타버스경제증권자투자신탁(주식)(H)(운용),1030.95,20210906,글로벌주식,해외주식형,973,2,높은 위험,케이비자산운용
K55101BP1816,한국투자베트남그로스증권자투자신탁(주식)C-G,1314.68,20171207,베트남주식,해외주식형,1,2,높은 위험,한국투자신탁운용
K55102DU9082,하나미국테크증권자투자신탁(H)[주식-재간접형],1380.93,20220718,정보기술섹터,해외주식형,43,2,높은 위험,하나자산운용
K55102B11958,하나유럽포커스증권자투자신탁[주식-재간접형]ClassC-P2,1548.12,20150803,유럽주식,해외주식형,1,3,다소 높은 위험,하나자산운용
K55223DL4534,KB글로벌디지털체인경제증권투자신탁(주식)S-P,859.89,20210909,글로벌주식,해외주식형,0,2,높은 위험,케이비자산운용
K55230D81006,슈로더글로벌지속가능성장주증권투자신탁(주식-재간접형)종류S,1459.86,20200807,글로벌주식,해외주식형,2,2,높은 위험,슈로더투자신탁운용
K55223D11206,KB글로벌주식인덱스증권자투자신탁(주식)(UH)(운용),1649.94,20200219,글로벌주식,해외주식형,31,3,다소 높은 위험,케이비자산운용
KR5105AU2808,삼성아세안플러스베트남증권자투자신탁H[주식-파생형],1881.12,20141110,동남아주식,해외주식형,70,3,다소 높은 위험,삼성자산운용
KR5237190958,한화미국대표증권자투자신탁 1(주식-재간접형),3036.52,20100528,북미주식,해외주식형,11,2,높은 위험,한화자산운용
K55366B28920,하이글로벌주식배당프리미엄증권투자신탁(주식-재간접형)(S-p),1633.20,20150629,글로벌주식,해외주식형,0,4,보통 위험,하이자산운용
KR5235877606,피델리티글로벌금융주증권자투자신탁(주식-재간접형)C1,1638.00,20080909,금융섹터,해외주식형,0,1,매우 높은 위험,피델리티자산운용
KR5105AO2905,삼성일본인덱스증권자투자신탁H[주식]Ce,2337.66,20160329,일본주식,해외주식형,8,3,다소 높은 위험,삼성자산운용
KR5301477935,미래에셋아시아퍼시픽스타증권투자신탁 1(주식)종류A,1783.71,20050224,아시아퍼시픽주식(ex J),해외주식형,62,3,다소 높은 위험,미래에셋자산운용
K55216C54137,DB글로벌핀테크증권자투자신탁(UH)[주식]C&#47;S-P,1784.58,20180314,정보기술섹터,해외주식형,1,2,높은 위험,디비자산운용
K55366B36246,하이아시아드래곤증권투자신탁(주식-재간접형)(C-Rp),999.84,20170808,아시아퍼시픽주식(ex J),해외주식형,0,2,높은 위험,하이자산운용
K55101D20684,한국투자미국배당귀족증권자투자신탁H(주식)(C-R),1285.29,20200914,북미주식,해외주식형,129,2,높은 위험,한국투자신탁운용
K55301C99173,미래에셋아시아그로스증권자투자신탁(UH)(주식-재간접형)종류A-e,1493.38,20180813,아시아퍼시픽주식(ex J),해외주식형,5,2,높은 위험,미래에셋자산운용
K55301C62502,미래에셋글로벌코어테크EMP증권자투자신탁(주식-재간접형)종류C-P,1591.19,20180418,멀티&#47;기타섹터,해외주식형,35,2,높은 위험,미래에셋자산운용
KR5301AL0649,미래에셋아시아그레이트컨슈머증권자투자신탁 1(주식-재간접형),1537.96,20131021,소비재섹터,해외주식형,845,2,높은 위험,미래에셋자산운용
K55213E26419,한화헤라클레스선진국액티브증권자투자신탁(UH)(주식)C,1405.51,20230517,글로벌주식,해외주식형,20,2,높은 위험,한화자산운용
K55216BR3978,DB글로벌차세대모빌리티증권자투자신탁(H)[주식]C&#47;C-F,1911.07,20170623,정보기술섹터,해외주식형,58,2,높은 위험,디비자산운용
K55307C29771,유리베트남알파증권자투자신탁UH[주식]_C&#47;C-P1e,1829.58,20190621,베트남주식,해외주식형,94,3,다소 높은 위험,유리자산운용
K55229B47383,이스트스프링글로벌리더스증권자투자신탁[주식]클래스C-P(퇴직연금),1547.15,20190320,글로벌주식,해외주식형,7,2,높은 위험,이스트스프링자산운용
KR5213654969,한화꿈에그린차이나증권자투자신탁 1(주식)(A),859.37,20070222,중국주식,해외주식형,31,2,높은 위험,한화자산운용
K55105D13383,삼성글로벌선진국증권자투자신탁H[주식]_S-P(퇴직연금),1388.21,20200221,글로벌주식,해외주식형,1,3,다소 높은 위험,삼성자산운용
K55301DA3336,미래에셋차이나과창판증권투자신탁(주식)종류C-e,559.79,20201118,중국주식,해외주식형,74,2,높은 위험,미래에셋자산운용
K55307D05100,유리필라델피아반도체인덱스증권자투자신탁H[주식]ClassC-P1,2643.46,20200309,정보기술섹터,해외주식형,54,1,매우 높은 위험,유리자산운용
K55210DV5567,신한크레디트스위스환경증권투자신탁(H)[주식-재간접형](종류C-e),709.90,20220718,글로벌주식,해외주식형,0,2,높은 위험,신한자산운용
K55207BV6158,교보악사로보테크증권자투자신탁 2(USD)[주식]ClassAe,25570.87,20171019,산업재섹터,해외주식형,8,2,높은 위험,교보악사자산운용
KR5219781188,신한더드림브라질증권자투자신탁 1[주식](종류),507.04,20080129,브라질주식,해외주식형,16,1,매우 높은 위험,신한자산운용
K55364BQ4472,에셋플러스알파로보글로벌인컴증권자투자신탁 1-1(주식)종류S,1799.32,20170703,글로벌주식,해외주식형,1,2,높은 위험,에셋플러스자산운용
K55232B57345,NH-Amundi글로벌웰스&헬스증권자투자신탁2(H)[주식]ClassC,1353.17,20150924,글로벌주식,해외주식형,0,3,다소 높은 위험,엔에이치아문디자산운용
K55235C62874,피델리티이머징아시아증권자투자신탁(주식-재간접형)종류C4,1040.25,20180503,신흥아시아주식,해외주식형,0,2,높은 위험,피델리티자산운용
K55216CJ4223,DB차이나바이오헬스케어증권자투자신탁(UH)[주식]종류C-P2,1057.75,20190808,중국주식,해외주식형,1,2,높은 위험,디비자산운용
K55306DL9707,다올글로벌메타버스&우주산업1등주증권자투자신탁(UH)[주식]종류S-P(퇴직),1175.17,20210902,글로벌주식,해외주식형,0,2,높은 위험,다올자산운용
K55223CN9409,KB스타베트남VN30인덱스증권자투자신탁(주식-파생형)S,1223.00,20190426,베트남주식,해외주식형,9,2,높은 위험,케이비자산운용
KR5105AR4130,삼성중국본토중소형FOCUS증권자투자신탁H[주식]C3,803.71,20140702,중국주식,해외주식형,1,2,높은 위험,삼성자산운용
KR5301AW5546,미래에셋차이나그로스증권자투자신탁 1(주식)종류F,1027.63,20150420,중국주식,해외주식형,1,1,매우 높은 위험,미래에셋자산운용
K55213D18244,한화차이나셀렉트헬스케어증권자투자신탁(UH)(주식)종류S-RP(퇴직연금),785.83,20200417,중국주식,해외주식형,1,2,높은 위험,한화자산운용
K55101BD5043,한국투자웰링턴글로벌퀄리티증권자투자신탁H(주식),2293.85,20160520,글로벌주식,해외주식형,"1,466",3,다소 높은 위험,한국투자신탁운용
K55307D05993,유리필라델피아반도체인덱스증권자투자신탁UH[주식]ClassC-P1,3624.47,20200331,정보기술섹터,해외주식형,11,1,매우 높은 위험,유리자산운용
KR5237775279,한화차이나증권자투자신탁(주식-재간접형)종류C-E,752.01,20071226,중국주식,해외주식형,4,2,높은 위험,한화자산운용
KR5206611752,키움글로벌천연자원증권투자신탁 1[주식]C-e,790.11,20061018,멀티&#47;기타섹터,해외주식형,12,2,높은 위험,키움투자자산운용
K55105DN1580,삼성글로벌반도체증권자투자신탁H[주식]_Cp(퇴직),1554.13,20220224,글로벌주식,해외주식형,8,2,높은 위험,삼성자산운용
K55301B85414,미래에셋개인연금글로벌헬스케어증권전환형자투자신탁 1(주식),988.19,20160105,헬스케어섹터,해외주식형,78,2,높은 위험,미래에셋자산운용
KR5102AU9665,하나미국토탈일드증권자투자신탁[주식-재간접형]ClassS,1785.40,20150806,북미주식,해외주식형,0,3,다소 높은 위험,하나자산운용
K55206D04321,키움똑똑한4차산업혁명ETF분할매수증권투자신탁[혼합-재간접형]C-e,1304.37,20200120,북미주식,해외주식형,"1,578",2,높은 위험,키움투자자산운용
K55101BD5761,한국투자웰링턴글로벌퀄리티증권자투자신탁UH(주식)(C3),2104.28,20160520,글로벌주식,해외주식형,0,3,다소 높은 위험,한국투자신탁운용
K55234BG3060,IBK베트남플러스아시아증권투자신탁[주식]종류A-e,1903.03,20170706,베트남주식,해외주식형,1,1,매우 높은 위험,아이비케이자산운용
KR5209657828,신영마라톤아시아밸류증권투자신탁(주식)C-w형,1577.17,20070131,아시아퍼시픽주식,해외주식형,0,3,다소 높은 위험,신영자산운용
K55101E12382,한국투자글로벌AI&반도체TOP10증권자투자신탁UH(주식)(S),1599.74,20230530,정보기술섹터,해외주식형,2,2,높은 위험,한국투자신탁운용
K55101CL1769,한국투자글로벌착한기업ESG증권투자신탁(주식-재간접형)(C-Re),1274.04,20190920,글로벌주식,해외주식형,4,2,높은 위험,한국투자신탁운용
K55366BU9598,하이월드골드증권자투자신탁(주식-재간접형)(UH)(C-Rpe),1507.07,20170929,소재섹터,해외주식형,34,1,매우 높은 위험,하이자산운용
K55210BA9814,신한유로인덱스증권자투자신탁(UH)[주식-파생형],1966.65,20160310,유럽주식,해외주식형,1,2,높은 위험,신한자산운용
K55105BW4353,삼성유럽인덱스증권자투자신탁UH[주식]S-P,1704.68,20170928,유럽주식,해외주식형,1,2,높은 위험,삼성자산운용
KR5101AQ5058,한국투자그레이터차이나증권자투자신탁 1(주식)(S),745.68,20140422,중국주식,해외주식형,0,2,높은 위험,한국투자신탁운용
KR5210725077,신한브릭스플러스증권자투자신탁(H)[주식](종류A 1),952.50,20070813,신흥국주식,해외주식형,258,2,높은 위험,신한자산운용
KR5212AZ4940,파인만글로벌인프라증권자투자신탁[H](주식-재간접형)종류C4,1072.68,20180424,산업재섹터,해외주식형,0,2,높은 위험,파인만자산운용
K55365BQ0560,KCGI글로벌diversified증권모투자신탁[주식-재간접형],1722.51,20170615,글로벌주식,해외주식형,"1,810",3,다소 높은 위험,케이씨지아이자산운용
K55105BT2279,삼성픽테4차산업글로벌디지털증권자투자신탁H[주식-재간접형]C-Pe,1692.92,20170801,멀티&#47;기타섹터,해외주식형,8,2,높은 위험,삼성자산운용
K55232DH9819,NH-Amundi글로벌수소밸류체인증권자투자신탁(UH)[주식]ClassC-P2e(퇴직연금),1205.02,20210430,국내외주식,해외주식형,2,2,높은 위험,엔에이치아문디자산운용
KR5217AO8931,우리템플턴유로피언증권자투자신탁(주식)ClassS,1112.90,20140423,유럽주식,해외주식형,0,3,다소 높은 위험,우리자산운용
KR5229168822,이스트스프링차이나드래곤AShare증권자투자신탁(H)[주식]클래스C2,998.35,20091007,중국주식,해외주식형,0,2,높은 위험,이스트스프링자산운용
K55364BQ4589,에셋플러스알파로보글로벌인컴성과보수증권자투자신탁 1-2(주식)종류Ce,1749.33,20170703,글로벌주식,해외주식형,0,2,높은 위험,에셋플러스자산운용
KR5234769887,IBK골드마이닝증권자투자신탁 1[주식]종류Ce,868.93,20071211,소재섹터,해외주식형,55,2,높은 위험,아이비케이자산운용
KR5231993886,디더블유에스브릭스플러스(BRICs Plus)증권투자신탁 1(주식-재간접형)Class3,498.92,20060220,신흥국주식,해외주식형,74,2,높은 위험,디더블유에스자산운용
K55105C10779,삼성미국코어주식증권자투자신탁H[주식]C-Pe,1803.48,20180323,북미주식,해외주식형,4,2,높은 위험,삼성자산운용
KR5229641240,이스트스프링글로벌리더스증권자투자신탁[주식]클래스A,1598.58,20070115,글로벌주식,해외주식형,14,2,높은 위험,이스트스프링자산운용
KR5206927992,키움글로벌인덱스증권자투자신탁 1[주식-재간접형]C1,1640.22,20100806,글로벌주식,해외주식형,1,4,보통 위험,키움투자자산운용
KR5210672139,신한중남미플러스증권모투자신탁[주식],808.00,20070404,중남미주식,해외주식형,129,1,매우 높은 위험,신한자산운용
K55366C87528,하이월드금융주증권투자신탁(주식-재간접형)(C-e),1471.42,20180615,금융섹터,해외주식형,2,2,높은 위험,하이자산운용
KR5102AQ3375,하나유럽오퍼튜니티증권모투자신탁[주식-재간접형],1771.00,20150513,유럽주식,해외주식형,7,2,높은 위험,하나자산운용
K55301DD9827,미래에셋차이나과창판증권투자신탁(주식)종류C-P,604.37,20201230,중국주식,해외주식형,4,2,높은 위험,미래에셋자산운용
KR5217755135,우리프랭클린내츄럴리소스증권모투자신탁(주식-재간접형),1169.97,20071031,멀티&#47;기타섹터,해외주식형,8,1,매우 높은 위험,우리자산운용
KR5366AO8484,하이월드골드증권자투자신탁(주식-재간접형)(H)(S),1177.98,20140423,소재섹터,해외주식형,6,1,매우 높은 위험,하이자산운용
KR5232AP1159,NH-Amundi차이나포르테증권자투자신탁[주식]ClassS,687.09,20140422,중국주식,해외주식형,0,2,높은 위험,엔에이치아문디자산운용
KR5105925857,삼성인디아증권모투자신탁[주식],3660.05,20090825,신흥아시아주식,해외주식형,816,2,높은 위험,삼성자산운용
K55365BC8213,KCGI차이나증권투자신탁[주식]종류C1,686.92,20160502,중국주식,해외주식형,2,2,높은 위험,케이씨지아이자산운용
K55223DC7587,KB중국본토A주증권자투자신탁(주식)C-Pe클래스,724.23,20201113,중국주식,해외주식형,49,2,높은 위험,케이비자산운용
K55232DH9660,NH-Amundi글로벌수소밸류체인증권자투자신탁(H)[주식]ClassS,1234.94,20220504,국내외주식,해외주식형,0,2,높은 위험,엔에이치아문디자산운용
KR5301AL9749,미래에셋차이나A주관련증권모투자신탁(주식-파생재간접형),984.29,20140127,신흥아시아주식,해외주식형,"1,074",3,다소 높은 위험,미래에셋자산운용
KR5237AT5524,한화유럽대표증권자투자신탁(H)II(주식-재간접형)A클래스,1789.06,20140731,유럽주식,해외주식형,2,2,높은 위험,한화자산운용
K55223C41577,KBKoVIC아시아증권투자신탁(주식-재간접형)C,1057.10,20180228,국내외주식,해외주식형,13,2,높은 위험,케이비자산운용
KR5302AF5280,베어링차이나셀렉트증권자투자신탁[UH](주식-재간접형),1284.25,20130319,중국주식,해외주식형,5,2,높은 위험,베어링자산운용
KR5210AH7905,신한해피라이프연금중국본토증권자투자신탁 1(H)[주식](종류C1),1002.02,20150210,중국주식,해외주식형,20,2,높은 위험,신한자산운용
KR5105791143,삼성CHINA본토포커스증권자투자신탁 1[주식]_Ce,987.14,20101018,중국주식,해외주식형,3,2,높은 위험,삼성자산운용
K55223BA7904,KB차이나H주식인덱스증권자투자신탁(주식)A,812.14,20160229,중국주식,해외주식형,117,1,매우 높은 위험,케이비자산운용
K55105CG4683,삼성픽테프리미엄브랜드증권자투자신탁H[주식-재간접형]C-P,1310.47,20200225,글로벌주식,해외주식형,1,2,높은 위험,삼성자산운용
KR5306AR2685,다올중국1등주증권모투자신탁[주식],1242.28,20140414,신흥아시아주식,해외주식형,"1,564",2,높은 위험,다올자산운용
K55105CC0511,삼성EMP리얼리턴플러스증권모투자신탁[주식혼합-재간접형],1663.27,20181126,글로벌주식,해외주식형,38,4,보통 위험,삼성자산운용
K55301E64264,미래에셋미국나스닥100인덱스증권자투자신탁(주식)(UH)종류C-e,1286.89,20231114,북미주식,해외주식형,0,2,높은 위험,미래에셋자산운용
K55105DU0237,삼성한미인덱스청년형소득공제증권자투자신탁[주식]_Ce,1224.05,20230426,국내외주식,해외주식형,5,2,높은 위험,삼성자산운용
K55213DA3663,한화글로벌메가트렌드EMP증권투자신탁(주식-재간접형)A,1218.62,20201023,글로벌주식,해외주식형,1,2,높은 위험,한화자산운용
K55206C22135,키움글로벌차세대IT&네트워크증권자투자신탁(H)[주식]ClassC-e,1933.78,20180213,정보기술섹터,해외주식형,100,2,높은 위험,키움투자자산운용
KR5235A67022,피델리티차이나컨슈머증권자투자신탁(주식-재간접형)종류C4,842.87,20120104,중국주식,해외주식형,115,2,높은 위험,피델리티자산운용
KR5230525291,슈로더BIC(브라질인도중국)증권자투자신탁A(주식-재간접형),810.73,20051121,신흥국주식,해외주식형,84,2,높은 위험,슈로더투자신탁운용
K55207BT8018,교보악사로보테크증권자투자신탁 1(H)[주식]ClassC-P,1779.63,20170919,산업재섹터,해외주식형,31,2,높은 위험,교보악사자산운용
K55105DK2847,삼성글로벌메타버스증권자투자신탁UH[주식]_Cf,1258.85,20210628,글로벌주식,해외주식형,2,2,높은 위험,삼성자산운용
K55105BA7303,삼성미국S&P500인덱스증권자투자신탁UH[주식]_C4,1767.21,20160627,북미주식,해외주식형,1,2,높은 위험,삼성자산운용
K55105BT6494,삼성KODEX글로벌로봇증권상장지수투자신탁[주식-파생형](합성),17982.62,20170816,멀티&#47;기타섹터,해외주식형,157,2,높은 위험,삼성자산운용
KR5225729957,미래에셋미국인덱스증권모투자신탁(주식-재간접형),2493.25,20070829,북미주식,해외주식형,"1,217",2,높은 위험,미래에셋자산운용
KR5206AQ7595,키움글로벌천연자원증권투자신탁 1[주식]S,1600.59,20140423,멀티&#47;기타섹터,해외주식형,0,2,높은 위험,키움투자자산운용
K55301B59864,미래에셋퇴직연금다이와일본밸류중소형증권자투자신탁 1(주식)종류C,1189.30,20150819,일본주식,해외주식형,1,2,높은 위험,미래에셋자산운용
K55301BL1636,미래에셋미국배당프리미엄증권자투자신탁(주식)(H)종류C-P,1710.65,20170207,북미주식,해외주식형,42,4,보통 위험,미래에셋자산운용
K55216B12459,DB차이나본토RQFII증권자투자신탁(UH)[주식]ClassS,1332.51,20150925,중국주식,해외주식형,0,2,높은 위험,디비자산운용
KR5104AS6564,브이아이중국4차산업증권자투자신탁 1[주식]S,664.64,20110401,중국주식,해외주식형,3,2,높은 위험,브이아이자산운용
K55223E04589,KB차이나포커스증권자투자신탁(주식-재간접형)C-F클래스,800.49,20230130,중국주식,해외주식형,3,2,높은 위험,케이비자산운용
K55213BV3199,한화꿈에그린차이나A주증권자투자신탁H-1(주식)종류C-Pe(연금저축),743.11,20171116,중국주식,해외주식형,2,2,높은 위험,한화자산운용
KR5301734277,미래에셋동유럽업종대표증권자투자신탁 1(주식)종류C-i,538.44,20070907,신흥유럽주식,해외주식형,0,1,매우 높은 위험,미래에셋자산운용
K55230B58388,슈로더선진국중소형주증권투자신탁H(주식-재간접형)종류C,1461.51,20150909,글로벌주식,해외주식형,0,2,높은 위험,슈로더투자신탁운용
K55105B36354,삼성일본중소형FOCUS증권자투자신탁H[주식],1939.90,20150615,일본주식,해외주식형,109,3,다소 높은 위험,삼성자산운용
K55101CL1637,한국투자글로벌착한기업ESG증권투자신탁(주식-재간접형)(A),1371.14,20190308,글로벌주식,해외주식형,7,2,높은 위험,한국투자신탁운용
K55223DL4500,KB글로벌디지털체인경제증권투자신탁(주식)S,857.54,20210909,글로벌주식,해외주식형,2,2,높은 위험,케이비자산운용
KR5230AR2504,슈로더유로연금증권자투자신탁(주식-재간접형)종류C,1440.86,20140428,유럽주식,해외주식형,179,2,높은 위험,슈로더투자신탁운용
