"fund_code","stock","stock_foreign","bond","bond_foreign","investment","etc"
K55321DE4922,0.18,0.06,69.64,0.0,0.0,30.12
K55321DE4930,0.18,0.06,69.64,0.0,0.0,30.12
K55321DE4989,0.18,0.06,69.64,0.0,0.0,30.12
K55321DE4997,0.18,0.06,69.64,0.0,0.0,30.12
K55321DE5002,0.18,0.06,69.64,0.0,0.0,30.12
K55321DE5010,0.18,0.06,69.64,0.0,0.0,30.12
K55321DE5028,0.18,0.06,69.64,0.0,0.0,30.12
K55321DO0605,0.18,0.06,69.64,0.0,0.0,30.12
K55321DO1611,0.0,52.95,0.0,0.0,5.33,41.72
K55321DT7928,32.31,41.76,0.0,0.0,2.2,23.73
K55321DT7951,32.31,41.76,0.0,0.0,2.2,23.73
K55321DT7985,32.31,41.76,0.0,0.0,2.2,23.73
K55321DT8009,32.31,41.76,0.0,0.0,2.2,23.73
K55321DT8025,32.31,41.76,0.0,0.0,2.2,23.73
K55321DT8033,32.31,41.76,0.0,0.0,2.2,23.73
K55321DT8041,32.31,41.76,0.0,0.0,2.2,23.73
K55321DT8058,32.31,41.76,0.0,0.0,2.2,23.73
K55355B71683,98.71,0.0,0.0,0.0,0.0,1.29
K55355BE4238,13.14,0.04,85.81,0.0,0.0,1.01
K55355BE4246,13.14,0.04,85.81,0.0,0.0,1.01
K55355BE4253,13.14,0.04,85.81,0.0,0.0,1.01
K55355BE4261,13.14,0.04,85.81,0.0,0.0,1.01
K55355BE4279,13.14,0.04,85.81,0.0,0.0,1.01
K55355BE4303,13.14,0.04,85.81,0.0,0.0,1.01
K55355BF4302,13.14,0.04,85.81,0.0,0.0,1.01
K55355BF4310,13.14,0.04,85.81,0.0,0.0,1.01
K55355BV0649,13.14,0.04,85.81,0.0,0.0,1.01
K55355DU3055,98.71,0.0,0.0,0.0,0.0,1.29
K55355DU3295,98.71,0.0,0.0,0.0,0.0,1.29
K55355DU3337,98.71,0.0,0.0,0.0,0.0,1.29
K55355DU3360,98.09,0.0,0.0,0.0,0.0,1.91
K55363B09349,37.68,0.0,52.03,0.0,0.0,10.29
K55363B10198,8.28,87.6,0.0,0.01,0.0,4.11
K55363B10214,8.28,87.6,0.0,0.01,0.0,4.11
K55363B10222,8.28,87.6,0.0,0.01,0.0,4.11
K55363B10230,8.28,87.6,0.0,0.01,0.0,4.11
K55363B53321,37.68,0.0,52.03,0.0,0.0,10.29
K55363B53362,37.68,0.0,52.03,0.0,0.0,10.29
K55363B53388,37.68,0.0,52.03,0.0,0.0,10.29
K55363B53396,37.68,0.0,52.03,0.0,0.0,10.29
K55363B54196,36.61,0.0,51.53,0.0,0.0,11.86
K55363B54808,97.07,0.0,0.0,0.0,0.0,2.93
K55363B54816,97.07,0.0,0.0,0.0,0.0,2.93
K55363B54824,97.07,0.0,0.0,0.0,0.0,2.93
K55363B54832,97.07,0.0,0.0,0.0,0.0,2.93
K55363B54857,97.07,0.0,0.0,0.0,0.0,2.93
K55363B54931,96.55,0.0,0.0,0.0,0.0,3.45
K55363B54964,96.55,0.0,0.0,0.0,0.0,3.45
K55363B55060,8.29,87.71,0.0,0.01,0.0,3.99
K55363B55078,8.29,87.71,0.0,0.01,0.0,3.99
K55363B55086,8.29,87.71,0.0,0.01,0.0,3.99
K55363B55094,8.29,87.71,0.0,0.01,0.0,3.99
K55363B92238,7.83,82.89,0.0,0.01,0.0,9.27
K55363B92246,7.83,82.89,0.0,0.01,0.0,9.27
K55363B92253,7.83,82.89,0.0,0.01,0.0,9.27
K55363B92261,7.83,82.89,0.0,0.01,0.0,9.27
K55363B92287,7.83,82.89,0.0,0.01,0.0,9.27
K55363BC7068,13.43,0.0,85.08,0.0,0.0,1.49
K55363BC7076,13.43,0.0,85.08,0.0,0.0,1.49
K55363BC7647,13.43,0.0,85.08,0.0,0.0,1.49
K55363BE5326,22.09,0.0,46.89,0.0,0.0,31.02
K55363BF6588,0.0,0.0,0.0,91.26,0.0,8.74
K55363BF6877,0.0,0.0,0.0,0.0,95.61,4.39
K55363BF6885,0.0,0.0,0.0,0.0,95.61,4.39
K55363BG8641,22.09,0.0,46.89,0.0,0.0,31.02
K55363BH0464,0.0,0.0,0.0,0.0,95.61,4.39
K55363BM3362,0.0,0.0,0.0,0.0,91.31,8.69
K55363BM3396,0.0,0.0,0.0,0.0,90.68,9.32
K55363BR0520,98.12,0.0,0.0,0.0,0.05,1.83
K55363BR0538,98.12,0.0,0.0,0.0,0.05,1.83
K55363BR2310,0.0,0.0,0.0,0.0,90.68,9.32
K55363BR2336,0.0,0.0,0.0,0.0,90.68,9.32
K55363BR2377,0.0,0.0,0.0,0.0,90.68,9.32
K55363BR2385,0.0,0.0,0.0,0.0,90.68,9.32
K55363BR2393,0.0,0.0,0.0,0.0,90.68,9.32
K55363BR2401,0.0,0.0,0.0,0.0,90.68,9.32
K55363BR2419,0.0,0.0,0.0,0.0,90.68,9.32
K55363BR2427,0.0,0.0,0.0,0.0,90.58,9.42
K55363BR2435,0.0,0.0,0.0,0.0,90.58,9.42
K55363BR2443,0.0,0.0,0.0,0.0,90.58,9.42
K55363BR2450,0.0,0.0,0.0,0.0,90.58,9.42
K55363BR2468,0.0,0.0,0.0,0.0,90.58,9.42
K55363BR2492,0.0,0.0,0.0,0.0,90.58,9.42
K55363BR2500,0.0,0.0,0.0,0.0,90.58,9.42
K55363BR2518,0.0,0.0,0.0,0.0,90.58,9.42
K55363BR2526,0.0,0.0,0.0,0.0,90.58,9.42
K55363BR2534,0.0,0.0,0.0,0.0,90.58,9.42
K55363BT2573,22.12,0.0,46.96,0.0,0.0,30.92
K55363BT3639,28.0,0.0,63.25,0.0,0.01,8.74
K55363BT4686,38.03,0.0,51.02,0.0,0.8,10.15
K55363BT9867,96.55,0.0,0.0,0.0,0.0,3.45
K55363BT9875,7.83,82.89,0.0,0.01,0.0,9.27
K55363BT9883,8.29,87.71,0.0,0.01,0.0,3.99
K55363BU1176,97.07,0.0,0.0,0.0,0.0,2.93
K55363BU1184,98.12,0.0,0.0,0.0,0.05,1.83
K55363BU1259,13.43,0.0,85.08,0.0,0.0,1.49
K55363BU1267,22.11,0.0,46.94,0.0,0.0,30.95
K55363BU1275,37.68,0.0,52.03,0.0,0.0,10.29
K55363BU1291,0.0,0.0,0.0,0.0,90.68,9.32
K55363BU1309,0.0,0.0,0.0,0.0,90.58,9.42
K55363BX7626,22.09,0.0,46.89,0.0,0.0,31.02
K55363BX7634,22.09,0.0,46.89,0.0,0.0,31.02
K55363BZ1361,96.39,0.0,0.0,0.0,1.42,2.19
K55363BZ2096,13.43,0.0,85.08,0.0,0.0,1.49
K55363BZ2179,98.12,0.0,0.0,0.0,0.05,1.83
K55363BZ2609,90.98,0.0,0.0,0.0,0.0,9.02
K55363C09420,97.44,0.0,0.0,0.0,0.0,2.56
K55363C09438,96.9,0.0,0.0,0.0,0.0,3.1
K55363C09446,96.9,0.0,0.0,0.0,0.0,3.1
K55363C09453,96.9,0.0,0.0,0.0,0.0,3.1
K55363C09461,96.9,0.0,0.0,0.0,0.0,3.1
K55363C09479,96.9,0.0,0.0,0.0,0.0,3.1
K55363C09503,96.9,0.0,0.0,0.0,0.0,3.1
K55363C09529,96.9,0.0,0.0,0.0,0.0,3.1
K55363C09537,96.9,0.0,0.0,0.0,0.0,3.1
K55363C09552,96.9,0.0,0.0,0.0,0.0,3.1
K55363C09560,96.9,0.0,0.0,0.0,0.0,3.1
K55363C09578,96.9,0.0,0.0,0.0,0.0,3.1
K55363C84381,0.0,0.0,0.0,0.0,95.61,4.39
K55363C84399,0.0,0.0,0.0,0.0,95.61,4.39
K55363C84407,0.0,0.0,0.0,0.0,95.61,4.39
K55363C84415,0.0,0.0,0.0,0.0,95.61,4.39
K55363C84423,0.0,0.0,0.0,0.0,95.61,4.39
K55363C84449,0.0,0.0,0.0,0.0,95.61,4.39
K55363C84456,0.0,0.0,0.0,0.0,95.61,4.39
K55363DD7859,95.34,0.0,0.0,0.0,1.62,3.04
K55363DD7867,95.66,0.0,0.0,0.0,1.63,2.71
K55363DD7875,95.66,0.0,0.0,0.0,1.63,2.71
K55363DD7883,95.66,0.0,0.0,0.0,1.63,2.71
K55363DD7891,95.66,0.0,0.0,0.0,1.63,2.71
K55363DD7909,95.66,0.0,0.0,0.0,1.63,2.71
K55363DD7917,95.66,0.0,0.0,0.0,1.63,2.71
K55363DD7925,95.66,0.0,0.0,0.0,1.63,2.71
K55363DD7933,95.66,0.0,0.0,0.0,1.63,2.71
K55363DD7941,95.66,0.0,0.0,0.0,1.63,2.71
K55363DD7958,95.66,0.0,0.0,0.0,1.63,2.71
K55363DD7966,95.66,0.0,0.0,0.0,1.63,2.71
K55363DD7974,95.66,0.0,0.0,0.0,1.63,2.71
K55363DD7982,95.66,0.0,0.0,0.0,1.63,2.71
K55363DF7360,95.66,0.0,0.0,0.0,1.63,2.71
K55363DS1368,0.0,0.0,83.4,0.0,8.12,8.48
K55363DS1376,0.0,0.0,0.0,0.0,95.52,4.48
K55363DS1384,1.41,0.0,36.55,0.0,49.55,12.49
K55363DS1418,1.41,0.0,36.55,0.0,49.55,12.49
K55363DS1426,1.41,0.0,36.55,0.0,49.55,12.49
K55363DS2911,96.05,0.0,0.0,0.0,1.63,2.32
K55363DS2937,96.05,0.0,0.0,0.0,1.63,2.32
K55363DS3737,96.06,0.0,0.0,0.0,1.63,2.31
K55363DS3745,96.05,0.0,0.0,0.0,1.63,2.32
K55363DU2883,0.94,0.0,25.34,0.0,61.86,11.86
K55363DU2909,0.94,0.0,25.34,0.0,61.86,11.86
K55363DU2917,0.94,0.0,25.34,0.0,61.86,11.86
K55363DV6883,0.0,0.0,117.07,0.0,0.0,0.0
K55363DV6974,0.0,0.0,117.07,0.0,0.0,0.0
K55364AZ6345,31.39,0.0,53.85,0.0,0.69,14.07
K55364B25665,92.72,0.0,0.0,0.0,2.05,5.23
K55364B65638,93.71,0.0,0.0,0.0,2.07,4.22
K55364B65646,93.71,0.0,0.0,0.0,2.07,4.22
K55364B65653,0.0,70.75,0.0,0.0,1.17,28.08
K55364B65661,0.0,70.75,0.0,0.0,1.17,28.08
K55364B65687,0.61,61.27,0.0,0.0,2.81,35.31
K55364B65695,0.61,61.27,0.0,0.0,2.81,35.31
K55364BF5225,23.87,0.0,60.39,0.0,0.53,15.21
K55364BF5233,23.88,0.0,60.38,0.0,0.52,15.22
K55364BF5241,23.87,0.0,60.39,0.0,0.53,15.21
K55364BF5258,23.87,0.0,60.39,0.0,0.53,15.21
K55364BF5266,23.87,0.0,60.39,0.0,0.53,15.21
K55364BF5605,0.18,18.07,58.8,0.0,0.83,22.12
K55364BF5613,0.18,18.07,58.8,0.0,0.83,22.12
K55364BF5621,0.18,18.07,58.8,0.0,0.83,22.12
K55364BF5639,0.18,18.07,58.8,0.0,0.83,22.12
K55364BF5647,0.18,18.07,58.8,0.0,0.83,22.12
K55364BF5670,0.18,18.07,58.8,0.0,0.83,22.12
K55364BF5696,0.18,18.07,58.8,0.0,0.83,22.12
K55364BF5712,0.25,24.61,49.69,0.0,1.13,24.32
K55364BF5720,0.25,24.61,49.69,0.0,1.13,24.32
K55364BF5738,0.25,24.61,49.69,0.0,1.13,24.32
K55364BF5746,0.25,24.61,49.69,0.0,1.13,24.32
K55364BF5753,0.25,24.61,49.69,0.0,1.13,24.32
K55364BF5787,0.25,24.61,49.69,0.0,1.13,24.32
K55364BF5803,0.25,24.61,49.69,0.0,1.13,24.32
K55364BF5811,0.25,24.61,49.69,0.0,1.13,24.32
K55364BF5936,0.0,19.62,62.49,0.0,0.33,17.56
K55364BF5944,0.0,19.61,62.49,0.0,0.33,17.57
K55364BF5977,0.0,19.62,62.49,0.0,0.33,17.56
K55364BF5985,0.0,19.62,62.5,0.0,0.33,17.55
K55364BF5993,0.0,19.62,62.49,0.0,0.33,17.56
K55364BO3484,0.61,61.27,0.0,0.0,2.81,35.31
K55364BO3492,0.61,61.27,0.0,0.0,2.81,35.31
K55364BQ3185,89.2,0.0,0.0,0.0,0.0,10.8
K55364BQ3193,73.94,0.0,0.0,0.0,0.0,26.06
K55364BQ3201,73.93,0.0,0.0,0.0,0.0,26.07
K55364BQ3219,73.94,0.0,0.0,0.0,0.0,26.06
K55364BQ3235,73.96,0.0,0.0,0.0,0.0,26.04
K55364BQ3243,73.94,0.0,0.0,0.0,0.0,26.06
K55364BQ3284,73.94,0.0,0.0,0.0,0.0,26.06
K55364BQ3292,73.94,0.0,0.0,0.0,0.0,26.06
K55364BQ3318,73.94,0.0,0.0,0.0,0.0,26.06
K55364BQ3334,73.88,0.0,0.0,0.0,0.0,26.12
K55364BQ3342,73.89,0.0,0.0,0.0,0.0,26.11
K55364BQ3359,73.88,0.0,0.0,0.0,0.0,26.12
K55364BQ3375,73.88,0.0,0.0,0.0,0.0,26.12
K55364BQ3383,73.88,0.0,0.0,0.0,0.0,26.12
K55364BQ3425,73.88,0.0,0.0,0.0,0.0,26.12
K55364BQ4373,0.0,83.41,0.0,0.0,0.0,16.59
K55364BQ4381,0.0,80.76,0.0,0.0,0.0,19.24
K55364BQ4399,0.0,80.76,0.0,0.0,0.0,19.24
K55364BQ4407,0.0,80.76,0.0,0.0,0.0,19.24
K55364BQ4423,0.0,80.76,0.0,0.0,0.0,19.24
K55364BQ4431,0.0,80.76,0.0,0.0,0.0,19.24
K55364BQ4472,0.0,80.76,0.0,0.0,0.0,19.24
K55364BQ4480,0.0,80.76,0.0,0.0,0.0,19.24
K55364BQ4514,0.0,80.76,0.0,0.0,0.0,19.24
K55364BQ4522,0.0,80.76,0.0,0.0,0.0,19.24
K55364BQ4530,0.0,79.6,0.0,0.0,0.0,20.4
K55364BQ4548,0.0,79.6,0.0,0.0,0.0,20.4
K55364BQ4555,0.0,79.6,0.0,0.0,0.0,20.4
K55364BQ4571,0.0,79.6,0.0,0.0,0.0,20.4
K55364BQ4589,0.0,79.6,0.0,0.0,0.0,20.4
K55364BQ4621,0.0,79.6,0.0,0.0,0.0,20.4
K55364BT2598,73.94,0.0,0.0,0.0,0.0,26.06
K55364BT2622,0.0,80.76,0.0,0.0,0.0,19.24
K55364BU0797,92.72,0.0,0.0,0.0,2.05,5.23
K55364BU0805,0.0,69.52,0.0,0.0,1.15,29.33
K55364BU0813,0.0,69.52,0.0,0.0,1.15,29.33
K55364BU0821,0.62,62.19,0.0,0.0,2.86,34.33
K55364BU0854,0.62,62.19,0.0,0.0,2.86,34.33
K55364BU0862,31.39,0.0,53.85,0.0,0.69,14.07
K55364BV4053,0.0,19.62,62.49,0.0,0.33,17.56
K55364BV4103,0.18,18.07,58.8,0.0,0.83,22.12
K55364BV4137,0.25,24.61,49.69,0.0,1.13,24.32
K55364BV4145,0.25,24.61,49.69,0.0,1.13,24.32
K55364BV4160,23.87,0.0,60.39,0.0,0.53,15.21
K55364C92861,93.71,0.0,0.0,0.0,2.07,4.22
K55364C93406,93.71,0.0,0.0,0.0,2.07,4.22
K55364C93414,93.71,0.0,0.0,0.0,2.07,4.22
K55364C93422,93.71,0.0,0.0,0.0,2.07,4.22
K55364C93539,0.0,70.75,0.0,0.0,1.17,28.08
K55364C93547,0.0,70.75,0.0,0.0,1.17,28.08
K55364C93570,0.0,70.75,0.0,0.0,1.17,28.08
K55364C93711,0.61,61.27,0.0,0.0,2.81,35.31
K55364C93729,0.61,61.27,0.0,0.0,2.81,35.31
K55364C93737,0.61,61.27,0.0,0.0,2.81,35.31
K55364C93745,0.61,61.27,0.0,0.0,2.81,35.31
K55364CF6685,0.0,94.65,0.0,0.0,3.37,1.98
K55364CF6784,0.0,87.0,0.0,0.0,3.09,9.91
K55364CF6800,0.0,87.0,0.0,0.0,3.09,9.91
K55364CF6826,0.0,87.0,0.0,0.0,3.09,9.91
K55364CF6859,0.0,87.0,0.0,0.0,3.09,9.91
K55364CF6875,0.0,87.0,0.0,0.0,3.09,9.91
K55364CF6933,0.0,87.0,0.0,0.0,3.09,9.91
K55364CF6966,0.0,87.0,0.0,0.0,3.09,9.91
K55364CF6974,0.0,87.0,0.0,0.0,3.09,9.91
K55364CF6990,0.0,87.0,0.0,0.0,3.09,9.91
K55364CF7014,0.0,87.0,0.0,0.0,3.09,9.91
K55364CF7022,0.0,87.0,0.0,0.0,3.09,9.91
K55364CF7030,0.0,87.0,0.0,0.0,3.09,9.91
K55364CF7048,0.0,87.0,0.0,0.0,3.09,9.91
K55364CY9967,24.45,50.85,0.0,0.0,2.32,22.38
K55364CY9975,24.45,50.85,0.0,0.0,2.32,22.38
K55364CY9983,24.45,50.85,0.0,0.0,2.32,22.38
K55364CZ0007,24.45,50.85,0.0,0.0,2.32,22.38
K55364CZ0015,24.45,50.85,0.0,0.0,2.32,22.38
K55364CZ0064,24.45,50.85,0.0,0.0,2.32,22.38
K55364CZ0072,24.45,50.85,0.0,0.0,2.32,22.38
K55364CZ0106,24.45,50.85,0.0,0.0,2.32,22.38
K55364CZ0122,24.45,50.85,0.0,0.0,2.32,22.38
K55364CZ0130,24.45,50.85,0.0,0.0,2.32,22.38
K55364D00102,92.72,0.0,0.0,0.0,2.05,5.23
K55364D00110,0.0,69.52,0.0,0.0,1.15,29.33
K55364D00128,0.62,62.19,0.0,0.0,2.86,34.33
K55364D00136,0.0,87.0,0.0,0.0,3.09,9.91
K55364D00151,73.94,0.0,0.0,0.0,0.0,26.06
K55364D00177,0.0,80.76,0.0,0.0,0.0,19.24
K55364DH4398,0.0,88.01,0.0,0.0,3.13,8.86
K55364DH4406,0.0,88.01,0.0,0.0,3.13,8.86
K55364DH4414,0.0,88.01,0.0,0.0,3.13,8.86
K55364DH4430,0.0,88.01,0.0,0.0,3.13,8.86
K55364DH4448,0.0,88.01,0.0,0.0,3.13,8.86
K55364DH4489,0.0,88.01,0.0,0.0,3.13,8.86
K55364DH4497,0.0,88.01,0.0,0.0,3.13,8.86
K55364DH4513,0.0,87.97,0.0,0.0,3.12,8.91
K55364DH4539,0.0,88.01,0.0,0.0,3.13,8.86
K55364DH4554,0.0,88.01,0.0,0.0,3.13,8.86
K55364DO6337,88.89,0.0,0.0,0.0,0.0,11.11
K55364DO6345,0.0,87.11,0.0,0.0,6.6,6.29
K55364DP6658,87.93,0.0,0.0,0.0,0.0,12.07
K55364DP8696,0.0,89.43,0.0,0.0,0.0,10.57
K55364DY2573,0.0,90.03,0.0,0.0,0.0,9.97
K55364E20702,94.23,0.0,0.0,0.0,2.08,3.69
K55364E20710,94.23,0.0,0.0,0.0,2.08,3.69
K55364E20728,94.23,0.0,0.0,0.0,2.08,3.69
K55364E20736,94.23,0.0,0.0,0.0,2.08,3.69
K55364E27897,0.0,85.76,0.0,0.0,4.35,9.89
K55364E70822,0.0,88.26,0.0,0.0,0.0,11.74
K55364E79047,0.0,94.66,0.0,0.0,0.0,5.34
K55365B32288,96.09,0.0,2.83,0.0,0.0,1.08
K55365B32304,96.09,0.0,2.83,0.0,0.0,1.08
K55365B32320,96.09,0.0,2.83,0.0,0.0,1.08
K55365B32379,96.09,0.0,2.83,0.0,0.0,1.08
K55365B32387,96.09,0.0,2.83,0.0,0.0,1.08
K55365B32403,96.09,0.0,2.83,0.0,0.0,1.08
K55365B32445,96.09,0.0,2.83,0.0,0.0,1.08
K55365B32452,96.09,0.0,2.83,0.0,0.0,1.08
K55365B32460,96.09,0.0,2.83,0.0,0.0,1.08
K55365B32478,96.09,0.0,2.83,0.0,0.0,1.08
K55365B32486,96.09,0.0,2.83,0.0,0.0,1.08
K55365B47039,96.39,0.0,0.0,0.0,0.0,3.61
K55365B47054,34.15,0.0,58.69,0.0,0.0,7.16
K55365B68548,29.22,0.0,70.03,0.0,0.0,0.75
K55365B69546,95.51,0.0,2.78,0.0,0.18,1.53
K55365B94676,2.69,93.07,0.0,0.0,0.0,4.24
K55365B94684,2.69,93.07,0.0,0.0,0.0,4.24
K55365B94692,2.69,93.07,0.0,0.0,0.0,4.24
K55365B94726,2.69,93.07,0.0,0.0,0.0,4.24
K55365B94742,2.69,93.07,0.0,0.0,0.0,4.24
K55365B94759,2.69,93.07,0.0,0.0,0.0,4.24
K55365B94775,2.69,93.07,0.0,0.0,0.0,4.24
K55365B94809,2.69,93.07,0.0,0.0,0.0,4.24
K55365B94833,2.69,93.07,0.0,0.0,0.0,4.24
K55365B94841,2.69,93.07,0.0,0.0,0.0,4.24
K55365B94866,2.69,93.07,0.0,0.0,0.0,4.24
K55365B94882,2.69,93.07,0.0,0.0,0.0,4.24
K55365B94908,2.69,93.07,0.0,0.0,0.0,4.24
K55365BC8189,0.0,99.27,0.0,0.0,0.0,0.73
K55365BC8197,0.0,99.27,0.0,0.0,0.0,0.73
K55365BC8205,0.0,99.27,0.0,0.0,0.0,0.73
K55365BC8213,0.0,99.27,0.0,0.0,0.0,0.73
K55365BC8221,0.0,99.27,0.0,0.0,0.0,0.73
K55365BC8239,0.0,99.27,0.0,0.0,0.0,0.73
K55365BC8247,0.0,99.27,0.0,0.0,0.0,0.73
K55365BC8254,0.0,99.27,0.0,0.0,0.0,0.73
K55365BC8262,0.0,99.27,0.0,0.0,0.0,0.73
K55365BC8270,0.0,99.27,0.0,0.0,0.0,0.73
K55365BC8296,0.0,99.27,0.0,0.0,0.0,0.73
K55365BC8304,0.0,99.27,0.0,0.0,0.0,0.73
K55365BC8312,0.0,99.27,0.0,0.0,0.0,0.73
K55365BC8320,0.0,99.27,0.0,0.0,0.0,0.73
K55365BC8338,0.0,99.27,0.0,0.0,0.0,0.73
K55365BC8353,0.0,99.27,0.0,0.0,0.0,0.73
K55365BQ0560,3.76,35.86,0.0,0.0,59.19,1.19
K55365BQ0578,3.72,35.52,0.0,0.0,58.62,2.14
K55365BQ2673,3.72,35.52,0.0,0.0,58.62,2.14
K55365BQ2699,3.72,35.52,0.0,0.0,58.62,2.14
K55365BQ2707,3.72,35.52,0.0,0.0,58.62,2.14
K55365BQ2715,3.72,35.52,0.0,0.0,58.62,2.14
K55365BQ2731,3.72,35.52,0.0,0.0,58.62,2.14
K55365BQ2756,3.72,35.52,0.0,0.0,58.62,2.14
K55365BR4777,3.72,35.52,0.0,0.0,58.62,2.14
K55365BT3041,34.15,0.0,58.69,0.0,0.0,7.16
K55365BT3652,2.69,93.07,0.0,0.0,0.0,4.24
K55365BT3678,0.0,99.27,0.0,0.0,0.0,0.73
K55365BT3686,96.09,0.0,2.83,0.0,0.0,1.08
K55365BT3694,96.39,0.0,0.0,0.0,0.0,3.61
K55365BT4759,96.09,0.0,2.83,0.0,0.0,1.08
K55365BT5764,29.22,0.0,70.03,0.0,0.0,0.75
K55365C12577,0.0,95.1,0.0,0.0,3.73,1.17
K55365C12585,0.0,93.26,0.0,0.0,3.66,3.08
K55365C12601,0.0,93.26,0.0,0.0,3.66,3.08
K55365C12627,0.0,93.26,0.0,0.0,3.66,3.08
K55365C12668,0.0,93.26,0.0,0.0,3.66,3.08
K55365C12692,0.0,93.26,0.0,0.0,3.66,3.08
K55365C12718,0.0,93.26,0.0,0.0,3.66,3.08
K55365C12734,0.0,93.26,0.0,0.0,3.66,3.08
K55365C12742,0.0,93.26,0.0,0.0,3.66,3.08
K55365C12759,0.0,93.26,0.0,0.0,3.66,3.08
K55365C12775,0.0,93.26,0.0,0.0,3.66,3.08
K55365C12783,0.0,93.26,0.0,0.0,3.66,3.08
K55365C43648,13.57,37.46,0.0,0.0,45.93,3.04
K55365C43655,13.57,37.46,0.0,0.0,45.93,3.04
K55365C43663,13.57,37.46,0.0,0.0,45.93,3.04
K55365C43689,13.57,37.46,0.0,0.0,45.93,3.04
K55365C43739,13.57,37.46,0.0,0.0,45.93,3.04
K55365C43747,13.57,37.46,0.0,0.0,45.93,3.04
K55365C43754,13.57,37.46,0.0,0.0,45.93,3.04
K55365C53704,0.0,0.0,91.06,0.0,0.0,8.94
K55365CI9271,13.57,37.46,0.0,0.0,45.93,3.04
K55365CI9289,13.57,37.46,0.0,0.0,45.93,3.04
K55365CK1225,3.72,35.52,0.0,0.0,58.62,2.14
K55365CK1233,3.72,35.52,0.0,0.0,58.62,2.14
K55365D33779,34.15,0.0,58.69,0.0,0.0,7.16
K55365D33811,13.57,37.46,0.0,0.0,45.93,3.04
K55365D33829,0.0,99.27,0.0,0.0,0.0,0.73
K55365D33837,96.09,0.0,2.83,0.0,0.0,1.08
K55365D33845,2.69,93.07,0.0,0.0,0.0,4.24
K55365D65631,0.0,0.0,0.0,0.0,99.28,0.72
K55365D65649,0.0,0.0,0.0,0.0,92.85,7.15
K55365D65664,0.0,0.0,0.0,0.0,92.85,7.15
K55365D65748,0.0,0.0,0.0,0.0,92.85,7.15
K55365D65763,0.0,0.0,0.0,0.0,92.85,7.15
K55365D65771,0.0,0.0,0.0,0.0,92.85,7.15
K55365D69369,15.44,77.6,0.0,0.0,6.55,0.41
K55365D69385,15.15,76.15,0.0,0.0,6.43,2.27
K55365D69393,15.15,76.15,0.0,0.0,6.43,2.27
K55365D69401,15.15,76.15,0.0,0.0,6.43,2.27
K55365D69492,15.15,76.15,0.0,0.0,6.43,2.27
K55365D69526,15.15,76.15,0.0,0.0,6.43,2.27
K55365D69534,15.15,76.15,0.0,0.0,6.43,2.27
K55365D69542,0.0,40.83,0.0,0.0,57.86,1.31
K55365D69559,0.0,39.17,0.0,0.0,55.5,5.33
K55365D69567,0.0,39.17,0.0,0.0,55.5,5.33
K55365D69583,0.0,39.17,0.0,0.0,55.5,5.33
K55365D69690,0.0,39.17,0.0,0.0,55.5,5.33
K55365D69716,0.0,39.17,0.0,0.0,55.5,5.33
K55365D69724,0.0,39.17,0.0,0.0,55.5,5.33
K55365DH5816,41.45,0.0,0.0,0.0,55.75,2.8
K55365DH5832,41.45,0.0,0.0,0.0,55.75,2.8
K55365DH5923,41.45,0.0,0.0,0.0,55.75,2.8
K55365DH5949,41.45,0.0,0.0,0.0,55.75,2.8
K55365DH5956,41.45,0.0,0.0,0.0,55.75,2.8
K55365DH5964,41.45,0.0,0.0,0.0,55.75,2.8
K55365DO2525,95.77,0.0,0.0,0.0,0.0,4.23
K55365DO2533,96.14,0.0,0.0,0.0,0.0,3.86
K55365DR8727,12.31,83.01,0.0,0.0,3.46,1.22
K55365DR9196,11.49,77.44,0.0,0.0,3.23,7.84
K55365DR9204,11.49,77.44,0.0,0.0,3.23,7.84
K55365DR9212,11.49,77.44,0.0,0.0,3.23,7.84
K55365DR9295,11.49,77.44,0.0,0.0,3.23,7.84
K55365DR9329,11.49,77.44,0.0,0.0,3.23,7.84
K55365E62883,97.9,0.0,0.0,0.0,0.0,2.1
K55365E62982,97.9,0.0,0.0,0.0,0.0,2.1
K55365E63055,97.9,0.0,0.0,0.0,0.0,2.1
K55365E79721,0.0,0.0,15.71,0.0,0.0,84.29
K55365E79804,0.0,0.0,15.71,0.0,0.0,84.29
K55365E79853,0.0,0.0,0.0,0.0,0.0,0.0
K55365EA0334,0.0,0.0,0.0,0.0,0.0,0.0
K55365EA0342,0.0,0.0,0.0,0.0,0.0,0.0
K55365EA0417,0.0,0.0,0.0,0.0,0.0,0.0
K55366AB7968,0.0,0.0,0.0,0.0,97.38,2.62
K55366AZ9339,0.0,0.0,0.0,0.0,98.65,1.35
K55366AZ9347,0.0,0.0,0.0,0.0,98.65,1.35
K55366AZ9362,0.0,0.0,0.0,0.0,99.23,0.77
K55366AZ9370,0.0,0.0,0.0,0.0,99.23,0.77
K55366B24366,0.0,0.0,0.0,0.0,97.38,2.62
K55366B24374,0.0,0.0,0.0,0.0,97.38,2.62
K55366B24424,0.0,0.0,0.0,0.0,97.38,2.62
K55366B24432,0.0,0.0,0.0,0.0,97.38,2.62
K55366B24440,0.0,0.0,0.0,0.0,97.38,2.62
K55366B28797,0.0,0.0,0.0,0.0,98.76,1.24
